Year,OBS_STATUS,NATURE,COMMENT_OBS,SOURCE_DETAIL,SDG Series,Custom Breakdown,Composite breakdown,Unit of measure,Observation status,Nature of data points,Observation-level footnotes,Source details,Label for custom breakdown,Value
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 02,Land Cover: Terrestrial barren land,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.26
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 02,Land Cover: Tree-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,14.59
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 02,Land Cover: Tree-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,14.55
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 02,Land Cover: Tree-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,14.62
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 02,Land Cover: Tree-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,14.49
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 02,Land Cover: Tree-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,14.53
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 02,Land Cover: Tree-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,14.55
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Artificial surfaces,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,2.66
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Artificial surfaces,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,2.8
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Artificial surfaces,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,2.84
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Artificial surfaces,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,3.03
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Artificial surfaces,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,3.55
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Artificial surfaces,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,3.89
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Croplands,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,30.85
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Croplands,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,32.69
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Croplands,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,34.26
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Croplands,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,35.54
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Croplands,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,35.56
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Croplands,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,35.58
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Grassland,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,13.52
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Grassland,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,12.66
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Grassland,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,12.09
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Grassland,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,11.66
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Grassland,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,11.59
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Grassland,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,11.54
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Inland water bodies,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.02
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Inland water bodies,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.02
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Inland water bodies,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.03
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Inland water bodies,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.04
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Inland water bodies,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.05
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Inland water bodies,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.05
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: MGCI,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,97.31
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: MGCI,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,97.18
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: MGCI,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,97.12
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: MGCI,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,96.92
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: MGCI,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,96.41
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: MGCI,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,96.06
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Permanent snow and glaciers,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Permanent snow and glaciers,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Permanent snow and glaciers,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Permanent snow and glaciers,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Permanent snow and glaciers,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Permanent snow and glaciers,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,"Land Cover: Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.02
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,"Land Cover: Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.02
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,"Land Cover: Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.01
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,"Land Cover: Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,"Land Cover: Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,"Land Cover: Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Shrub-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,3.67
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Shrub-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,3.66
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Shrub-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,3.44
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Shrub-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,3.44
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Shrub-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,3.6
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Shrub-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,3.7
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Sparsely natural vegetated areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Sparsely natural vegetated areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Sparsely natural vegetated areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Sparsely natural vegetated areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Sparsely natural vegetated areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Sparsely natural vegetated areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Terrestrial barren land,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Terrestrial barren land,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Terrestrial barren land,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Terrestrial barren land,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Terrestrial barren land,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Terrestrial barren land,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Tree-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,49.26
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Tree-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,48.14
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Tree-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,47.33
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Tree-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,46.28
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Tree-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,45.65
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 03,Land Cover: Tree-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,45.24
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Artificial surfaces,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.94
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Artificial surfaces,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,2.04
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Artificial surfaces,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,2.08
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Artificial surfaces,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,2.24
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Artificial surfaces,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,2.55
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Artificial surfaces,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,2.76
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Croplands,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,7.86
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Croplands,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,8.23
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Croplands,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,9.3
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Croplands,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,10.12
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Croplands,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,10.37
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Croplands,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,10.54
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Grassland,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,71.69
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Grassland,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,71.36
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Grassland,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,70.5
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Grassland,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,69.83
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Grassland,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,69.32
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Grassland,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,68.98
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Inland water bodies,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.9
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Inland water bodies,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.92
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Inland water bodies,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.93
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Inland water bodies,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.96
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Inland water bodies,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.99
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Inland water bodies,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.01
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: MGCI,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,94.92
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: MGCI,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,94.8
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: MGCI,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,94.72
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: MGCI,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,94.51
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: MGCI,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,94.11
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: MGCI,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,93.85
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Permanent snow and glaciers,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Permanent snow and glaciers,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Permanent snow and glaciers,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Permanent snow and glaciers,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0
